,nombre_completo_censo,año,ADM0NAME,ADM1NAME,ADM2NAME,poblacion,hombre,mujer,nacio_aqui,indigena,Afrodescendiente,discapacitado,alfabeto_si,alfabeto_no,alfabeto_si_15_o_mas,alfabeto_no_15_o_mas,sin_escolaridad_o_preescolar,primaria,secundaria,terciaria,posgrado,Ocupado,desocupado,inactivo,cantidad_de_viviendas,casa_o_departamento,viviendas_sin_bano,viviendas_sin_celular,viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,viviendas_sin_electricidad,vivirendas_sin_alcantarillado,viviendas_sin_servicio_de_basura,viviendas_sin_internet,personas_en_casa_o_depto,personas_sin_cel,personas_sin_agua_por_caneria,personas_sin_alcantarillado,personas_sin_bano,personas_sin_electricidad,personas_sin_internet,personas_sin_servicio_basura,urb_poblacion,urb_hombre,urb_mujer,urb_nacio_aqui,urb_indigena,urb_Afrodescendiente,urb_discapacitado,urb_alfabeto_si,urb_alfabeto_no,urb_alfabeto_si_15_o_mas,urb_alfabeto_no_15_o_mas,urb_sin_escolaridad_o_preescolar,urb_primaria,urb_secundaria,urb_terciaria,urb_posgrado,urb_Ocupado,urb_desocupado,urb_inactivo,urb_cantidad_de_viviendas,urb_casa_o_departamento,urb_viviendas_sin_bano,urb_viviendas_sin_celular,urb_viviendas_sin_agua_por_caneria_dentro_de_la_vivienda,urb_viviendas_sin_electricidad,urb_vivirendas_sin_alcantarillado,urb_viviendas_sin_servicio_de_basura,urb_viviendas_sin_internet,urb_personas_en_casa_o_depto,urb_personas_sin_cel,urb_personas_sin_agua_por_caneria,urb_personas_sin_alcantarillado,urb_personas_sin_bano,urb_personas_sin_electricidad,urb_personas_sin_internet,urb_personas_sin_servicio_basura,Ciudad_norm_x,Estado_norm_x,estado_censo,estado_gdf,similitud_estado,indice,Estado_censo,nombre_censo,nombre_gdf,similitud,estado,ciudad,latitud,longitud,detalles,Ciudad_norm_y,Estado_norm_y,index_right,limraisg,area_sig_h,shape_Leng,shape_Area,Amazonas
148,BOGOTA-BOGOTA,2018,Colombia,BOGOTA,BOGOTA,7181469,3433586,3747883,,19063,65656,458088,6484469,143409,5655611,75621,252125,1302976,2682119,1953893,416430,3498274,337697,2312376,2523519,2369504,1310,,,5790,19675,15197,566617,6881288,,39665,64467,3200,16706,1593575,44867,7166249,3425658,3740591,,18975,65525,456976,6471921,142604,5645145,75068,251216,1297938,2676678,1952298,416144,3492098,337284,2306906,2516869,2363127,1256,,,5603,16209,13118,563014,6866733,,35038,52797,3071,16100,1581730,37923.0,bogota,bogota,bogota,bogota,100,0,bogota,bogota,bogota,100,,,,,,,,,,,,,False
149,BOLIVAR-CARTAGENA,2018,Colombia,BOLIVAR,CARTAGENA,887946,426981,460965,,1300,177985,22180,774659,33913,644810,19990,41691,186110,375706,186943,16999,318142,61989,348465,294494,282344,3175,,,3223,32902,14251,141041,855200,,56298,121294,11298,10971,510136,50705,801100,383755,417345,,774,134835,19031,703608,26838,588412,14920,34833,161941,336851,179480,16323,289547,55518,314483,265796,254543,1499,,,2394,17294,9020,120079,770468,,30410,60292,4763,8084,428543,30554.0,cartagena,bolivar,bolivar,bolivar,100,0,bolivar,cartagena,cartagena,100,,,,,,,,,,,,,False
150,BOLIVAR-ACHI,2018,Colombia,BOLIVAR,ACHI,18879,9960,8919,,604,84,697,14536,2372,10936,1915,2290,6822,6754,761,94,5958,684,8008,5968,5761,2268,,,393,5099,4470,4900,18377,,5614,18757,8230,1319,18006,16351,4486,2262,2224,,112,27,84,3645,358,2786,313,353,1262,1886,440,55,1282,449,1761,1460,1392,126,,,7,1157,526,1057,4397,,210,4395,443,12,4010,1990.0,achi,bolivar,bolivar,bolivar,100,1,bolivar,achi,achi,100,,,,,,,,,,,,,False
151,BOLIVAR-ALTOS DEL ROSARIO,2018,Colombia,BOLIVAR,ALTOS DEL ROSARIO,9009,4701,4308,,5,4588,771,6800,1200,4905,952,1124,3714,2866,268,25,2710,422,3822,2639,2554,941,,,310,2131,2182,2157,8856,,4880,8790,3798,979,8851,8972,3703,1888,1815,,1,1704,368,2761,527,2077,428,497,1357,1269,149,14,1106,181,1618,1051,1041,164,,,9,857,908,891,3694,,915,3495,638,21,3579,3679.0,altos del rosario,bolivar,bolivar,bolivar,100,2,bolivar,altos del rosario,altos del rosario,100,,,,,,,,,,,,,False
152,BOLIVAR-ARENAL,2018,Colombia,BOLIVAR,ARENAL,7169,3714,3455,,5,2393,569,5693,776,4306,577,812,2848,2301,449,50,1686,342,3588,2368,2359,141,,,344,1251,787,1828,7157,,1531,4624,496,1166,6940,2755,4485,2284,2201,,5,1325,353,3663,394,2746,294,459,1699,1511,341,40,979,192,2338,1310,1304,12,,,31,498,106,1075,4476,,158,1958,38,115,4271,370.0,arenal,bolivar,bolivar,bolivar,100,3,bolivar,arenal,arenal,100,,,,,,,,,,,,,False
153,BOLIVAR-ARJONA,2018,Colombia,BOLIVAR,ARJONA,67118,33215,33903,,508,17769,3232,54082,6924,43531,5181,6385,18623,27696,7911,320,22357,3490,28735,19390,17991,1888,,,854,14951,4954,14623,63227,,16126,62148,7594,3183,60656,19856,53817,26385,27432,,241,9879,2455,44059,5084,35773,3794,4953,14313,22290,7240,281,17983,3104,22996,14956,14052,1103,,,644,11724,2052,11457,50867,,7910,48865,4476,2542,47596,7928.0,arjona,bolivar,bolivar,bolivar,100,4,bolivar,arjona,arjona,100,,,,,,,,,,,,,False
154,BOLIVAR-ARROYOHONDO,2018,Colombia,BOLIVAR,ARROYOHONDO,8058,4083,3975,,6,1788,496,6161,1120,4863,920,1089,2708,3011,444,20,2605,213,3663,1872,1714,384,,,64,1354,1370,1547,7391,,2940,6914,1825,235,7889,7032,4710,2371,2339,,6,1679,88,3675,590,2959,471,593,1484,1873,295,14,1485,203,2078,956,846,219,,,4,680,696,873,4206,,1986,3577,1067,13,4554,3691.0,arroyohondo,bolivar,bolivar,bolivar,100,5,bolivar,arroyohondo,arroyohondo,100,,,,,,,,,,,,,False
155,BOLIVAR-BARRANCO DE LOBA,2018,Colombia,BOLIVAR,BARRANCO DE LOBA,14435,7445,6990,,1,13767,629,10476,2402,7800,1613,1961,5442,4914,496,50,4175,141,6667,4577,4531,1264,,,507,3394,3512,3424,14347,,7874,13968,5196,1943,14054,14385,5681,2846,2835,,0,5155,375,4264,820,3297,555,663,1894,2119,351,44,1502,90,2818,1615,1583,141,,,34,1279,1391,1310,5628,,1251,5228,561,111,5333,5639.0,barranco loba,bolivar,bolivar,bolivar,100,6,bolivar,barranco loba,barranco loba,100,,,,,,,,,,,,,False
156,BOLIVAR-CALAMAR,2018,Colombia,BOLIVAR,CALAMAR,22202,11266,10936,,9,219,1441,17283,2965,13392,2234,2884,6894,8738,1643,76,6563,1184,10043,6187,5455,1739,,,337,5310,3035,5209,19513,,10265,22037,6837,1113,21568,12012,12699,6323,6376,,6,115,860,10229,1303,7915,950,1254,3593,5418,1196,65,3799,678,5561,3394,3186,639,,,110,2919,647,2824,11859,,1509,12542,2568,393,12095,2523.0,calamar,bolivar,bolivar,bolivar,100,7,bolivar,calamar,calamar,100,,,,,,,,,,,,,False
157,BOLIVAR-CANTAGALLO,2018,Colombia,BOLIVAR,CANTAGALLO,6874,3632,3242,,2,381,146,5439,796,4138,581,811,2499,2299,548,47,2077,679,2692,2753,2604,505,,,501,1214,989,1960,6716,,2737,3756,1451,1354,6168,2933,3710,1873,1837,,0,203,88,3114,246,2424,171,236,1028,1565,478,46,889,564,1529,1394,1299,22,,,19,176,64,936,3603,,525,614,67,50,3071,205.0,cantagallo,bolivar,bolivar,bolivar,100,8,bolivar,cantagallo,cantagallo,100,,,,,,,,,,,,,False
158,BOLIVAR-CICUCO,2018,Colombia,BOLIVAR,CICUCO,13120,6625,6495,,13,541,983,9796,2012,7419,1414,1681,4638,4483,955,48,3846,246,6235,3629,3495,662,,,155,3038,3077,2946,12718,,813,12931,2842,517,12556,13086,8676,4272,4404,,8,422,648,6645,1179,5111,779,946,2845,3152,834,44,2482,211,4209,2513,2454,286,,,66,2077,2116,1985,8495,,317,8514,1044,240,8133,8663.0,cicuco,bolivar,bolivar,bolivar,100,9,bolivar,cicuco,cicuco,100,,,,,,,,,,,,,False
159,BOLIVAR-CORDOBA,2018,Colombia,BOLIVAR,CORDOBA,15012,7971,7041,,17,47,1451,10885,2832,8103,2470,2604,5056,5205,779,62,4607,418,6813,4611,4561,861,,,205,3745,3021,3687,14866,,3127,14804,3302,627,14596,11986,4173,2206,1967,,3,29,413,2935,867,2200,721,760,1302,1466,248,20,1239,135,1917,1214,1193,225,,,8,1015,297,987,4108,,200,3997,911,24,3906,1190.0,cordoba,bolivar,bolivar,bolivar,100,10,bolivar,cordoba,cordoba,100,,,,,,,,,,,,,False
160,BOLIVAR-CLEMENCIA,2018,Colombia,BOLIVAR,CLEMENCIA,13821,6995,6826,,23,200,294,10543,1820,8409,1269,1646,3847,6024,808,18,3579,846,6494,4154,3923,1515,,,154,3376,3164,3217,13292,,11974,13736,6062,395,13138,12861,11709,5836,5873,,9,160,273,8942,1508,7189,1004,1301,3028,5341,747,18,2802,792,5655,3313,3193,1191,,,52,2756,2549,2673,11358,,9925,11626,4990,170,11305,10776.0,clemencia,bolivar,bolivar,bolivar,100,11,bolivar,clemencia,clemencia,100,,,,,,,,,,,,,False
161,BOLIVAR-EL CARMEN DE BOLIVAR,2018,Colombia,BOLIVAR,EL CARMEN DE BOLIVAR,67461,34763,32698,,1173,2570,4969,52477,8629,40695,7287,8593,20478,25566,5970,413,23280,2853,27692,19511,18790,3416,,,1870,16662,6565,15555,65466,,17491,65391,12616,6330,60746,24968,49990,24936,25054,,782,2270,3724,39819,5565,31539,4694,5698,13547,20048,5609,404,17184,2638,20361,13834,13506,646,,,89,12178,1838,10818,48997,,1783,48813,2465,311,43370,7600.0,el carmen bolivar,bolivar,bolivar,bolivar,100,12,bolivar,el carmen bolivar,el carmen bolivar,100,,,,,,,,,,,,,False
162,BOLIVAR-EL GUAMO,2018,Colombia,BOLIVAR,EL GUAMO,7861,4172,3689,,0,1242,1209,5983,1292,4726,1165,1258,2860,2691,437,20,2531,264,3722,2483,2462,283,,,69,1901,1359,1873,7822,,2171,7850,1198,260,7750,5751,4093,2111,1982,,0,50,551,3205,607,2550,562,612,1436,1446,296,13,1332,185,1896,1109,1100,94,,,6,1005,463,981,4073,,144,4082,386,20,3995,1983.0,el guamo,bolivar,bolivar,bolivar,100,13,bolivar,el guamo,el guamo,100,,,,,,,,,,,,,False
163,BOLIVAR-EL PEÑON,2018,Colombia,BOLIVAR,EL PEÑON,7234,3812,3422,,7,159,1108,5471,1023,4080,735,978,2755,2419,292,39,1789,235,3653,1954,1925,493,,,94,1634,1182,1580,7189,,3458,7079,2241,373,6841,5235,2736,1406,1330,,7,105,312,2197,272,1688,223,305,949,972,207,27,762,148,1284,827,820,45,,,0,657,283,618,2728,,115,2593,162,0,2432,1116.0,el penon,bolivar,bolivar,bolivar,100,14,bolivar,el penon,el penon,100,,,,,,,,,,,,,False
164,BOLIVAR-HATILLO DE LOBA,2018,Colombia,BOLIVAR,HATILLO DE LOBA,11770,6055,5715,,5,80,1136,8509,2016,6316,1413,1659,4529,3805,446,48,3045,429,5570,2992,2875,881,,,86,1979,1711,2378,11564,,1706,9330,4298,281,11169,8099,3142,1588,1554,,3,25,62,2324,492,1776,339,446,1006,1144,193,21,800,301,1302,925,886,37,,,6,184,44,636,3098,,133,782,181,10,2842,164.0,hatillo loba,bolivar,bolivar,bolivar,100,15,bolivar,hatillo loba,hatillo loba,100,,,,,,,,,,,,,False
165,BOLIVAR-MAGANGUE,2018,Colombia,BOLIVAR,MAGANGUE,128003,64139,63864,,131,1199,7825,103701,11922,81096,9146,12218,39956,50676,11527,1002,40068,5079,56603,37569,36454,2734,,,1098,23188,14748,27850,124456,,20541,90222,10556,3537,107056,56357,88193,43298,44895,,112,926,5305,73097,6304,58059,4510,6750,24908,36812,9913,848,28267,3857,37832,25854,24885,578,,,302,13105,4695,17826,85000,,8920,50780,2033,1007,67883,16969.0,magangue,bolivar,bolivar,bolivar,100,16,bolivar,magangue,magangue,100,,,,,,,,,,,,,False
166,BOLIVAR-MAHATES,2018,Colombia,BOLIVAR,MAHATES,26075,13381,12694,,151,16352,2373,19956,3515,15697,2797,3311,8094,10057,1912,76,7785,1722,11309,7511,7008,1350,,,331,5765,4927,6192,24631,,4146,23307,5287,1013,24865,19610,10267,5230,5037,,12,9491,1050,8111,1268,6425,1022,1202,3207,4070,845,45,3451,506,4414,2627,2580,706,,,66,2392,1612,2261,10159,,840,10178,3063,252,9676,6861.0,mahates,bolivar,bolivar,bolivar,100,17,bolivar,mahates,mahates,100,,,,,,,,,,,,,False
167,BOLIVAR-MARGARITA,2018,Colombia,BOLIVAR,MARGARITA,9720,5066,4654,,8,32,1235,7608,1250,5817,1047,1364,3831,3094,518,42,2916,464,4464,2791,2544,740,,,282,2420,2427,2378,8891,,2913,9684,3025,937,9515,9712,1595,795,800,,2,13,236,1358,129,1109,122,156,543,584,176,25,528,46,794,557,543,47,,,21,472,475,441,1571,,88,1578,147,37,1448,1590.0,margarita,bolivar,bolivar,bolivar,100,18,bolivar,margarita,margarita,100,,,,,,,,,,,,,False
168,BOLIVAR-MARIA LA BAJA,2018,Colombia,BOLIVAR,MARIA LA BAJA,45324,22942,22382,,425,42223,714,34136,6643,25722,5327,6314,15018,16088,3174,129,14453,1766,19123,12618,12407,2831,,,612,10321,9699,11102,44764,,34270,41245,11638,2305,44205,38788,20191,10007,10184,,50,19652,229,16309,1851,12727,1491,1966,6388,7396,2269,101,6883,981,8159,5662,5500,850,,,186,4273,3628,5057,19766,,16127,16238,3310,715,19272,13708.0,maria la baja,bolivar,bolivar,bolivar,100,19,bolivar,maria la baja,maria la baja,100,,,,,,,,,,,,,False
169,BOLIVAR-MONTECRISTO,2018,Colombia,BOLIVAR,MONTECRISTO,13470,7390,6080,,31,2652,956,10302,1634,7750,1108,1577,5789,4192,340,32,4908,151,5232,4509,3884,1688,,,1652,3888,3151,3478,12014,,8488,13408,5893,4660,11795,10431,3665,1901,1764,,4,985,383,2938,362,2199,257,385,1377,1331,184,19,1267,81,1515,1042,1030,229,,,44,918,186,877,3640,,1027,3637,874,158,3489,685.0,montecristo,bolivar,bolivar,bolivar,100,20,bolivar,montecristo,montecristo,100,,,,,,,,,,,,,False
170,BOLIVAR-MOMPOS,2018,Colombia,BOLIVAR,MOMPOS,43217,21467,21750,,8,216,741,34141,4901,26428,3671,4435,13359,17103,3645,450,14453,1417,18237,12876,12585,1285,,,98,7364,6929,9769,42299,,6350,31508,5556,302,39935,29731,22312,10711,11601,,7,171,408,18751,1551,15078,1103,1480,5285,10156,2933,409,8209,762,8987,6843,6664,127,,,23,2861,2453,4929,21773,,478,11890,478,67,19103,10197.0,mompos,bolivar,bolivar,bolivar,100,21,bolivar,mompos,mompos,100,,,,,,,,,,,,,False
171,BOLIVAR-MORALES,2018,Colombia,BOLIVAR,MORALES,18678,9972,8706,,1,156,759,15133,1509,11495,1147,1870,7711,6238,708,107,5848,932,7652,5806,5706,1098,,,1972,3319,3596,5013,18253,,9864,12101,3958,7005,18373,13035,5924,3047,2877,,0,46,224,4879,395,3698,344,523,2102,2180,395,71,1607,431,2517,1769,1756,44,,,164,179,197,1493,5893,,532,686,150,617,5652,751.0,morales,bolivar,bolivar,bolivar,100,22,bolivar,morales,morales,100,,,,,,,,,,,,,False
172,BOLIVAR-NOROSI,2018,Colombia,BOLIVAR,NOROSI,7899,4230,3669,,2,224,683,5945,1005,4534,599,839,3235,2588,271,15,2879,48,3020,2782,2618,1181,,,1043,2314,1391,2322,7636,,7608,7791,3553,2993,7813,4082,2031,1029,1002,,1,195,156,1580,227,1192,139,221,704,712,160,9,741,15,793,511,493,61,,,13,438,62,445,1984,,1892,1930,261,47,1952,244.0,norosi,bolivar,bolivar,bolivar,100,23,bolivar,norosi,norosi,100,,,,,,,,,,,,,False
173,BOLIVAR-PINILLOS,2018,Colombia,BOLIVAR,PINILLOS,23349,12312,11037,,0,345,2256,18133,2762,13319,2201,2747,8624,8498,906,98,5852,1765,10510,5338,4741,2225,,,939,4210,4768,4717,19543,,11419,21061,11343,4387,23143,23322,3469,1751,1718,,0,64,287,2811,272,2143,205,293,1018,1396,332,39,857,321,1492,908,819,157,,,34,268,819,781,3080,,517,1216,720,140,3323,3462.0,pinillos,bolivar,bolivar,bolivar,100,24,bolivar,pinillos,pinillos,100,,,,,,,,,,,,,False
174,BOLIVAR-REGIDOR,2018,Colombia,BOLIVAR,REGIDOR,5335,2693,2642,,6,72,144,4138,604,3107,438,574,1789,2022,323,29,1597,322,2159,1866,1816,157,,,102,1334,621,1392,5274,,478,5028,558,345,5224,2268,3175,1585,1590,,5,54,117,2514,304,1913,213,295,952,1278,265,23,918,283,1239,1039,1026,36,,,6,788,34,809,3154,,109,3029,151,10,3080,115.0,regidor,bolivar,bolivar,bolivar,100,25,bolivar,regidor,regidor,100,,,,,,,,,,,,,False
175,BOLIVAR-RIO VIEJO,2018,Colombia,BOLIVAR,RIO VIEJO,8125,4290,3835,,2,123,418,6398,951,4900,777,1054,3050,2648,519,65,2381,651,3349,3072,3054,543,,,697,1507,1332,2203,8092,,2358,4846,1605,1702,7319,4133,4422,2229,2193,,1,110,227,3574,419,2798,309,444,1500,1535,451,52,1263,336,1880,1336,1321,109,,,38,326,118,982,4393,,187,1301,415,126,3630,459.0,rio viejo,bolivar,bolivar,bolivar,100,26,bolivar,rio viejo,rio viejo,100,,,,,,,,,,,,,False
176,BOLIVAR-SAN CRISTOBAL,2018,Colombia,BOLIVAR,SAN CRISTOBAL,7454,3742,3712,,4,3214,783,6049,733,4918,548,540,2515,3111,578,31,2033,558,3445,1970,1916,217,,,37,1756,942,1743,7290,,318,7371,839,120,7307,3852,5715,2869,2846,,3,2780,423,4595,583,3703,417,429,1850,2379,487,26,1505,428,2643,1450,1407,185,,,10,1321,648,1308,5578,,164,5641,752,41,5577,2702.0,san cristobal,bolivar,bolivar,bolivar,100,27,bolivar,san cristobal,san cristobal,100,,,,,,,,,,,,,False
177,BOLIVAR-SAN ESTANISLAO,2018,Colombia,BOLIVAR,SAN ESTANISLAO,16518,8291,8227,,30,5771,1170,12944,2167,10281,1719,1944,5117,6912,1069,50,5319,685,7434,4677,4588,949,,,118,3980,3152,3916,16262,,1614,16398,3884,398,16158,13093,11332,5584,5748,,0,2468,875,9059,1344,7324,1040,1300,3183,4953,904,46,3817,458,5088,3034,2981,482,,,32,2772,1937,2704,11165,,604,11257,1884,117,10994,7912.0,san estanislao,bolivar,bolivar,bolivar,100,28,bolivar,san estanislao,san estanislao,100,,,,,,,,,,,,,False
178,BOLIVAR-SAN FERNANDO,2018,Colombia,BOLIVAR,SAN FERNANDO,9776,5065,4711,,0,35,910,7493,1382,5487,1157,1417,3765,3170,478,40,2289,260,5183,2782,2749,713,,,240,2019,2310,2206,9686,,3374,8692,3311,1098,9337,9756,1874,935,939,,0,30,250,1549,182,1287,151,169,528,737,270,26,481,112,979,552,550,41,,,9,204,491,399,1864,,55,803,124,21,1479,1857.0,san fernando,bolivar,bolivar,bolivar,100,29,bolivar,san fernando,san fernando,100,,,,,,,,,,,,,False
179,BOLIVAR-SAN JACINTO,2018,Colombia,BOLIVAR,SAN JACINTO,23576,12071,11505,,74,1110,2921,18698,2940,14652,2611,3377,6743,8595,2706,196,7344,703,11179,7361,6761,698,,,277,6162,2016,5273,23140,,23457,23487,2274,747,19862,7388,20618,10335,10283,,34,504,2780,16636,2334,13187,2076,2692,5642,7759,2664,195,6314,617,9977,5529,5501,280,,,41,5257,1118,4370,20547,,20520,20542,1019,148,16921,4452.0,san jacinto,bolivar,bolivar,bolivar,100,30,bolivar,san jacinto,san jacinto,100,,,,,,,,,,,,,False
180,BOLIVAR-SAN JACINTO DEL CAUCA,2018,Colombia,BOLIVAR,SAN JACINTO DEL CAUCA,8079,4301,3778,,5,39,599,6401,945,4756,735,942,3139,2983,238,32,2142,196,4091,2662,2631,995,,,120,2214,2002,2155,8000,,4934,8047,3532,301,7830,7195,2321,1195,1126,,2,16,134,1874,236,1464,177,272,754,978,86,13,685,136,1042,796,770,104,,,16,620,409,566,2257,,210,2300,356,39,2101,1450.0,san jacinto del cauca,bolivar,bolivar,bolivar,100,31,bolivar,san jacinto del cauca,san jacinto del cauca,100,,,,,,,,,,,,,False
181,BOLIVAR-SAN JUAN NEPOMUCENO,2018,Colombia,BOLIVAR,SAN JUAN NEPOMUCENO,35438,18152,17286,,286,2363,2141,27933,4632,22373,4044,4609,10187,14191,3181,342,12545,1251,15362,10598,10030,567,,,541,8961,2136,8065,34533,,16321,35087,1775,1500,31786,7842,26438,13333,13105,,127,545,1908,20927,3343,16877,2857,3324,6962,10797,2812,323,9308,913,11603,7277,7018,193,,,88,6539,737,5658,25777,,9420,26115,780,348,22856,3190.0,san juan nepomuceno,bolivar,bolivar,bolivar,100,32,bolivar,san juan nepomuceno,san juan nepomuceno,100,,,,,,,,,,,,,False
182,BOLIVAR-SAN MARTIN DE LOBA,2018,Colombia,BOLIVAR,SAN MARTIN DE LOBA,14504,7620,6884,,0,151,1052,11335,1659,8392,1238,1762,5277,5086,745,106,4292,449,6515,4226,4145,908,,,663,2265,3513,3137,14317,,5617,9333,3677,2414,12869,14412,7035,3495,3540,,0,112,562,5686,603,4302,428,662,2230,2764,532,87,2249,263,2959,1944,1906,85,,,33,503,1674,1332,6956,,897,2177,366,125,5522,6956.0,san martin loba,bolivar,bolivar,bolivar,100,33,bolivar,san martin loba,san martin loba,100,,,,,,,,,,,,,False
183,BOLIVAR-SAN PABLO,2018,Colombia,BOLIVAR,SAN PABLO,24669,12554,12115,,22,116,1325,19615,2528,14626,1812,2688,9239,8521,1508,176,8506,863,9621,9484,9083,778,,,520,3384,2173,6274,23782,,5571,12049,2351,1516,22254,7352,18853,9381,9472,,14,95,899,15175,1748,11376,1248,1925,6611,6855,1348,171,6671,681,7299,6333,6067,148,,,37,1952,627,4557,18331,,1767,7446,523,98,16600,2336.0,san pablo,bolivar,bolivar,bolivar,100,34,bolivar,san pablo,san pablo,100,,,,,,,,,,,,,False
184,BOLIVAR-SANTA CATALINA,2018,Colombia,BOLIVAR,SANTA CATALINA,14039,7030,7009,,6,3506,201,11155,1589,8821,1142,1374,4361,6123,833,36,4293,977,6016,4271,3773,779,,,319,3537,1146,3502,13139,,13706,13853,2995,1102,13710,4450,5340,2614,2726,,1,178,87,4354,528,3535,389,487,1441,2342,567,30,1689,439,2182,1472,1338,180,,,89,1380,104,1320,4956,,5077,5303,682,320,5064,382.0,santa catalina,bolivar,bolivar,bolivar,100,35,bolivar,santa catalina,santa catalina,100,,,,,,,,,,,,,False
185,BOLIVAR-SANTA ROSA,2018,Colombia,BOLIVAR,SANTA ROSA,18375,9166,9209,,20,794,836,14841,1771,11913,1380,1663,5129,8385,1365,33,5838,1355,7710,5188,5007,977,,,326,4666,925,4459,17777,,11868,18240,3784,1067,17454,3180,17099,8453,8646,,20,785,810,13878,1567,11150,1204,1457,4691,7900,1331,32,5377,1307,7166,4564,4425,882,,,246,4269,540,4057,16619,,10739,16988,3504,846,16186,1966.0,santa rosa,bolivar,bolivar,bolivar,100,36,bolivar,santa rosa,santa rosa,100,BOLIVAR,SANTA ROSA,-11.7840798,-67.8361728,"Santa Rosa, Canton Asuncion, Municipio Sena, Provincia de Madre de Dios, Pando, Bolivia",santa rosa,bolivar,0.0,1.0,846654806.58,215.60126354,692.668742221,True
186,BOLIVAR-SANTA ROSA DEL SUR,2018,Colombia,BOLIVAR,SANTA ROSA DEL SUR,27825,14337,13488,,29,106,2133,22785,1619,17494,1036,2312,11061,9229,1574,198,10621,567,10101,8660,7989,750,,,2192,2461,2699,6876,24934,,6545,7399,2076,6526,25569,8426,16928,8196,8732,,25,85,969,14266,774,10967,489,1285,5930,6285,1346,172,6386,502,6281,4611,4171,8,,,76,62,134,3662,14919,,59,200,22,286,15301,550.0,santa rosa del sur,bolivar,bolivar,bolivar,100,37,bolivar,santa rosa del sur,santa rosa del sur,100,,,,,,,,,,,,,False
187,BOLIVAR-SIMITI,2018,Colombia,BOLIVAR,SIMITI,15353,8078,7275,,12,124,1073,12273,1533,9437,1159,1605,5903,5256,897,127,5388,364,6388,5567,5496,749,,,953,4140,1714,3825,15047,,5208,15140,2620,3155,14010,6071,5657,2865,2792,,3,97,451,4668,485,3752,385,467,1687,2227,645,111,2062,183,2398,1873,1838,49,,,38,1552,30,1302,5525,,251,5562,205,109,4680,96.0,simiti,bolivar,bolivar,bolivar,100,38,bolivar,simiti,simiti,100,,,,,,,,,,,,,False
188,BOLIVAR-SOPLAVIENTO,2018,Colombia,BOLIVAR,SOPLAVIENTO,9187,4542,4645,,6,1215,1006,7915,533,6591,364,464,2574,4285,1043,61,2763,633,4154,2496,2416,422,,,58,2274,1187,2246,8987,,920,9087,1623,194,8969,4714,9068,4477,4591,,4,1215,989,7840,507,6536,343,448,2526,4248,1043,61,2734,633,4093,2435,2357,394,,,34,2239,1151,2209,8869,,803,8970,1534,115,8850,4596.0,soplaviento,bolivar,bolivar,bolivar,100,39,bolivar,soplaviento,soplaviento,100,,,,,,,,,,,,,False
189,BOLIVAR-TALAIGUA NUEVO,2018,Colombia,BOLIVAR,TALAIGUA NUEVO,12845,6507,6338,,2,52,931,10069,1420,7679,1022,1314,3974,4924,1161,101,3711,675,5592,3436,3119,552,,,216,2450,2175,2851,11510,,1520,10454,2348,774,12099,9272,6062,2972,3090,,0,31,378,4989,428,3888,313,442,1616,2484,793,77,1625,529,2599,1563,1318,104,,,25,871,594,1277,4952,,145,3696,424,76,5379,2514.0,talaigua nuevo,bolivar,bolivar,bolivar,100,40,bolivar,talaigua nuevo,talaigua nuevo,100,,,,,,,,,,,,,False
190,BOLIVAR-TIQUISIO,2018,Colombia,BOLIVAR,TIQUISIO,17939,9477,8462,,26,39,1282,13365,2395,9642,1518,2240,6939,5858,669,49,5619,396,7379,5440,5386,1901,,,1249,4167,3289,4002,17821,,11157,17749,8170,5059,16990,13886,6138,3143,2995,,23,13,503,4683,737,3446,422,672,2132,2295,297,21,1991,115,2487,1688,1653,210,,,26,1380,473,1224,6075,,4054,6087,934,100,5401,2118.0,tiquisio,bolivar,bolivar,bolivar,100,41,bolivar,tiquisio,tiquisio,100,,,,,,,,,,,,,False
191,BOLIVAR-TURBACO,2018,Colombia,BOLIVAR,TURBACO,98667,48619,50048,,163,1846,7860,85573,4714,69908,3513,5700,21223,41261,20504,1407,34601,6346,40316,30456,29435,810,,,391,19780,2506,15837,95500,,23965,76120,3038,1223,60135,9319,92046,45070,46976,,89,1562,7372,80347,3909,65847,2817,4869,19059,38746,20050,1344,32335,6028,37573,28180,27279,312,,,201,18014,932,14095,89188,,17927,69623,1219,653,53736,3472.0,turbaco,bolivar,bolivar,bolivar,100,42,bolivar,turbaco,turbaco,100,,,,,,,,,,,,,False
192,BOLIVAR-TURBANA,2018,Colombia,BOLIVAR,TURBANA,15550,7953,7597,,21,495,640,12805,1390,10388,1021,1235,4435,6582,1908,26,4493,1051,7198,4455,4313,593,,,187,2259,1008,3770,15124,,6264,8740,2234,666,14859,3575,12028,6075,5953,,12,33,413,10161,804,8344,521,755,3237,5259,1687,21,3424,831,5624,3172,3066,330,,,96,1301,454,2804,11676,,5264,5287,1292,367,11401,1803.0,turbana,bolivar,bolivar,bolivar,100,43,bolivar,turbana,turbana,100,,,,,,,,,,,,,False
